守护神哥斯拉,戮幽武,http://chuangshi.qq.com/bk/kh/13534327.html,连载中,110793,科幻,1369,13240,72
修仙神诀,沫逝,http://chuangshi.qq.com/bk/xh/13665436.html,连载中,239664,玄幻,1998,16727,52
圣痕：神罗天征,合金冬菇,http://chuangshi.qq.com/bk/kh/15786482.html,连载中,1640528,科幻,16086,46645,404
老子是绝世狂神,一笔飞仙,http://chuangshi.qq.com/bk/xh/20561010.html,连载中,444875,玄幻,1691,16614,124
灵穹净,化楠,http://chuangshi.qq.com/bk/xh/21146088.html,连载中,6370,玄幻,319,3189,24
极品复制大师,陆惊鸿,http://chuangshi.qq.com/bk/ds/20922998.html,连载中,284249,都市,4466,31064,1640
天帝九刀,清风斋主,http://chuangshi.qq.com/bk/xh/17103295.html,连载中,1216124,玄幻,5686,27356,324
幽灵城之边界,落花人常在,http://chuangshi.qq.com/bk/kh/20911205.html,连载中,75151,科幻,353,3531,44
雷裂苍穹,释天风,http://chuangshi.qq.com/bk/xh/20349764.html,连载中,965149,玄幻,14643,51581,1164
最强三界神话,火一次,http://chuangshi.qq.com/bk/ds/20953495.html,连载中,319742,都市,2147,17773,424
口袋妖怪在现世,宅男周氏,http://chuangshi.qq.com/bk/2cy/14818381.html,连载中,315987,二次元,4057,29670,68
村野诡谈,天上浮云飘飘,http://chuangshi.qq.com/bk/ly/20374511.html,连载中,987754,灵异,1706,16960,96
乡野出高手,轩辕法神,http://chuangshi.qq.com/bk/ds/21207241.html,连载中,21429,都市,45,451,180
超神女保镖,醉卧红尘塌,http://chuangshi.qq.com/bk/qc/11309558.html,连载中,267824,现实,4532,14323,28
花都极品主宰,任九天,http://chuangshi.qq.com/bk/ds/20271158.html,连载中,983564,都市,14298,79018,656
创业谜底,寒晓树,http://chuangshi.qq.com/bk/ds/13794171.html,连载中,1957352,都市,214689,132686,116
太古十万年,三千爱萝莉,http://chuangshi.qq.com/bk/xh/21059255.html,连载中,155857,玄幻,1470,13998,524
血月都市,橙妖妖,http://chuangshi.qq.com/bk/ds/14844984.html,连载中,259392,都市,2654,13137,112
曦月愁云,鬼梓愁,http://chuangshi.qq.com/bk/xh/21167899.html,连载中,31124,玄幻,582,5820,68
精灵之大表演家,修天轻语.CS,http://chuangshi.qq.com/bk/2cy/20948248.html,连载中,159234,二次元,3125,19254,280
让爱成回忆,雨后娇兰,http://chuangshi.qq.com/bk/ds/19818771.html,连载中,236382,都市,1408,12081,72
都市超级神尊,小萌靓,http://chuangshi.qq.com/bk/ds/20696722.html,连载中,527189,都市,8804,49256,2772
重生末日之空间房,凤尊龙飞,http://chuangsh﻿暖妻成瘾,程小一,http://www.xxsy.net/info/650182.html,已完成,2876883,现言,67000,2400000000,143090
傲风,风行烈,http://www.xxsy.net/info/207080.html,连载中,2737504,玄幻,75000,2300000000,805670
11处特工皇妃,潇湘冬儿,http://www.xxsy.net/info/165098.html,已完成,980041,古言,99000,5500000000,648116
豪门暖媳,浮光锦,http://www.xxsy.net/info/750785.html,已完成,1624451,现言,22000,95285000,58145
末世重生之尸王宠悍妻,一襟晚照,http://www.xxsy.net/info/787615.html,已完成,1727630,现言,15000,95691000,155971
百变闺秀,伊人伊梦,http://www.xxsy.net/info/175515.html,已完成,499197,古言,8732,98467000,3834
神医废材妃,连玦,http://www.xxsy.net/info/636952.html,已完成,4235921,玄幻,47000,97179000,228573
渣王作妃,浅浅的心,http://www.xxsy.net/info/740003.html,已完成,2031708,古言,42000,1100000000,331088
王爷求你休了我：妃常闹腾,舒歌,http://www.xxsy.net/info/366536.html,已完成,962233,古言,53000,98516000,488025
绣色可餐,青青的悠然,http://www.xxsy.net/info/693438.html,已完成,2211133,古言,37000,1000000000,101960
凤临之妖王滚下榻,战西野,http://www.xxsy.net/info/611668.html,已完成,4067332,玄幻,50000,1100000000,86262
重生之深宫嫡女,元长安,http://www.xxsy.net/info/439250.html,已完成,2283614,古言,20000,1200000000,80639
豪门重生之暖爱成婚,大雪人,http://www.xxsy.net/info/778326.html,已完成,1964300,现言,16000,1200000000,36589
爱妻入骨之盛婚厚爱,叶清欢,http://www.xxsy.net/info/678387.html,已完成,2072601,现言,23000,94980000,94520
重生之国民男神,水千澈,http://www.xxsy.net/info/704775.html,已完成,2655610,现言,56000,1100000000,104597
萌嫁豪门之甜品小妻,海鸥,http://www.xxsy.net/info/763479.html,已完成,1246104,现言,5971,72170000,14666
重生空间之田园医女,凌七七,http://www.xxsy.net/info/770457.html,已完成,2220771,古言,8696,72088000,28892
火爆医妃之病王太腹黑,香雪宠儿,http://www.xxsy.net/info/730430.html,已完成,821544,古言,9985,1000000000,59362
锦绣良缘之北地王妃,懒语,http://www.xxsy.net/info/794970.html,已完成,1009926,古言,18000,71553000,44737
皇后驾到之盛宠豪门,李尽欢,http://www.xxsy.net/info/782967.html,已完成,1616864,现言,16000,72631000,54775
豪门暖婚之娇妻请负责,文若曦,http://www.xxsy.net/info/797919.html,已完成,1733512,现言,26000,73583000,112645
枕上暖婚,堇颜,http://www.xxsy.net/info/788038.html,已完成,2752071,现言,18000,74428000,37310
溺宠之绝色毒医,公子安爷,http://www.xxsy.net/info/783927.html,已完成,3764043,现言,27000,76275000,184358
重生之毒女世子妃,宝贝鹿鹿,http://www.xxsy.net/info/682638.html,已完成,3740646,古言,28000,78187000,71048
豪门盛婚之千亿暖媳,洛檬萱,http://www.xxsy.net/info/798472.html,已完成,1058915,现言,13000,79303000,36083
穿越种田之旺家小农女,后情,http://www.xxsy.net/info/697689.html,已完成,1249509,古言,7188,79959000,26626
云狂,风行烈,http://www.xxsy.net/info/173780.html,已完成,805262,玄幻,39000,83309000,205360
婚后霸占娇妻,清风恋飘雪,http://www.xxsy.net/info/753859.html,已完成,2233943,现言,17000,85316000,33894
隐婚前妻疼你入骨,程小一,http://www.xxsy.net/info/649592.html,已完成,1766305,现言,29000,84696000,142760
丑颜嫡女,顾小丫,http://www.xxsy.net/info/429362.html,已完成,732561,古言,13000,86265000,10560
穿越之农门闲妻,言轻,http://www.xxsy.net/info/754063.html,已完成,1048415,古言,7394,88121000,17303
盛世医妃,凤轻,http://www.xxsy.net/info/689179.html,已完成,2833855,古言,52000,85787000,148146
豪门隐婚之叶少难防,灯盏香客,http://www.xxsy.net/info/755146.html,已完成,1270213,现言,13000,88941000,116195
闪婚之爱你无法无天,凹凸蛮,http://www.xxsy.net/info/764617.html,已完成,970076,现言,6368,88649000,21880
国师重生在现代,刘瑾瑜,http://www.xxsy.net/info/787643.html,连载中,1346910,现言,15000,88984000,35758
毒后归来之家有暴君,顾轻狂,http://www.xxsy.net/info/759701.html,已完成,2654740,古言,22000,1200000000,36050
孤王寡女,姒锦,http://www.xxsy.net/info/772870.html,已完成,2173036,古言,42000,94336000,92928
顾先深的闪婚贵妻,菜卷泪,http://www.xxsy.net/info/748754.html,已完成,1176156,现言,18000,1300000000,54447
钻石闪婚之溺宠小娇妻,花间妖,http://www.xxsy.net/info/732012.html,已完成,2444143,现言,35000,1200000000,554677
豪门重生之妇贵逼人,恩很宅,http://www.xxsy.net/info/790887.html,已完成,3635080,现言,35000,1600000000,124167
﻿花千骨,Fresh果果,http://dushu.qq.com/intro.html?bid=359226,连载中,610000,校园,3846614,3846614,111377
太子妃升职记2：公主上嫁记（上）,鲜橙,http://dushu.qq.com/intro.html?bid=833124,连载中,100000,影视,7076094,7076094,261
微微一笑很倾城,顾漫,http://dushu.qq.com/intro.html?bid=164524,连载中,160000,情感,5497531,5497531,243045
三生三世十里桃花,唐七,http://dushu.qq.com/intro.html?bid=182590,连载中,230000,校园,4178251,4178251,147743
欢乐颂第一季,阿耐,http://dushu.qq.com/intro.html?bid=181770,连载中,390000,情感,9491891,9491891,2658
鬼藏人（天黑莫上山，夜半鬼藏人）,李达,http://dushu.qq.com/intro.html?bid=320607,连载中,1240000,悬疑,7735018,7735018,42933
欢乐颂（第二季）,阿耐,http://dushu.qq.com/intro.html?bid=194777,连载中,420000,情感,10053762,10053762,11608
夏至未至,郭敬明,http://dushu.qq.com/intro.html?bid=858014,连载中,200000,情感,1545922,1545922,27194
开启青少年智慧的150个创意故事,宿春礼 杜延起,http://dushu.qq.com/intro.html?bid=131732,连载中,120000,励志成长,69242340,69242340,1432
民调局异闻录,耳东水寿,http://dushu.qq.com/intro.html?bid=372269,连载中,1280000,悬疑,1956197,1956197,68646
我是一朵飘零的花：东莞打工妹生存实录,房忆萝,http://dushu.qq.com/intro.html?bid=337442,连载中,670000,都市,1748742,1748742,14797
浪花一朵朵（谭松韵、熊梓淇主演）,酒小七,http://dushu.qq.com/intro.html?bid=852110,连载中,320000,情感,968179,968179,34746
中国异闻录,羊行屮,http://dushu.qq.com/intro.html?bid=714225,连载中,570000,悬疑,569353,569353,63937
乖，摸摸头,大冰,http://dushu.qq.com/intro.html?bid=446536,连载中,160000,现当代随笔,566018,566018,21818
人性的弱点,(美)卡耐基,http://dushu.qq.com/intro.html?bid=814447,连载中,270000,激励,568590,568590,8432
唐七畅销作品套装,唐七公子,http://dushu.qq.com/intro.html?bid=854064,连载中,1030000,情感,604574,604574,2961
青丘狐传说（全集）,多多改编,http://dushu.qq.com/intro.html?bid=807290,连载中,510000,影视,604793,604793,9833
有一种爱情叫学霸,阿Q,http://dushu.qq.com/intro.html?bid=534770,连载中,130000,校园,620811,620811,23639
18岁后靠自己，你必须懂点经济学,斯凯恩,http://dushu.qq.com/intro.html?bid=627730,连载中,180000,通俗读物,583105,583105,5244
凉生，我们可不可以不忧伤,乐小米,http://dushu.qq.com/intro.html?bid=536041,连载中,670000,情感,631967,631967,21991
十五年等待候鸟,盈风,http://dushu.qq.com/intro.html?bid=146077,连载中,150000,影视,700060,700060,15718
最好的我们（刘昊然、谭松韵主演）,八月长安,http://dushu.qq.com/intro.html?bid=236487,连载中,250000,影视,1849017,1849017,66813
洗脑术：怎样有逻辑地说服他人,高德,http://dushu.qq.com/intro.html?bid=187839,连载中,130000,人际交往,926768,926768,7656
三体（全集）,刘慈欣,http://dushu.qq.com/intro.html?bid=695233,连载中,870000,科幻,700717,700717,34344
白发皇妃,莫言殇,http://dushu.qq.com/intro.html?bid=544444,连载中,550000,情感,663255,663255,42809
好色男女,李媛媛,http://dushu.qq.com/intro.html?bid=405017,连载中,100000,婚恋,701286,701286,3013
云中歌1：绿罗裙,桐华,http://dushu.qq.com/intro.html?bid=357701,连载中,200000,情感,616328,616328,2081
余罪：我的刑侦笔记（共8册）,常书欣,http://dushu.qq.com/intro.html?bid=818969,连载中,1950000,影视,720536,720536,56160
幻城,郭敬明,http://dushu.qq.com/intro.html?bid=818544,连载中,140000,影视,789506,789506,12845
应许之日,辛夷坞,http://dushu.qq.com/intro.html?bid=344171,连载中,220000,情感,805521,805521,12492
红楼梦,(清)曹雪芹 (清)高鹗,http://dushu.qq.com/intro.html?bid=316606,连载中,870000,古典,826618,826618,22179
何所冬暖，何所夏凉（王子文、贾乃亮主演）,顾西爵,http://dushu.qq.com/intro.html?bid=521335,连载中,140000,情感,817576,817576,30179
致青春2：原来你还在�om/book/720833.html,连载中,169460,修真,2,169,79
天破传奇,穿梭纵横,http://book.zongheng.com/book/674188.html,连载中,591789,仙侠,9,1751,148
影神道,星一,http://book.zongheng.com/book/581809.html,连载中,2443044,玄幻,96,16148,5864
万兽独尊,穆云溪,http://book.zongheng.com/book/706847.html,连载中,101842,玄幻,7,430,71
欲求生死,月下卡夫卡,http://book.zongheng.com/book/728384.html,连载中,23350,修真,1,13,12
仙路争锋记,千秋客,http://book.zongheng.com/book/728927.html,连载中,12566,异世,1,0,0
不灭狂尊,念初心,http://book.zongheng.com/book/612592.html,连载中,4783315,玄幻,3891,290278,27855
真武至圣,流浪的写手,http://book.zongheng.com/book/702662.html,连载中,738875,玄幻,259,12340,1314
系统之作弊人生,陈一果,http://book.zongheng.com/book/728775.html,连载中,17783,都市,0,11,11
封神手记,清风独自游,http://book.zongheng.com/book/704819.html,连载中,487070,玄幻,487,23794,6581
盛世大明,路人家,http://book.zongheng.com/book/710169.html,连载中,675856,历史,1172,58180,12333
万道剑君,西羽的天下,http://book.zongheng.com/book/728924.html,连载中,6316,修真,5,9,9
绝命毒尸,十阶浮屠,http://book.zongheng.com/book/714691.html,连载中,419126,都市,6990,1800351,1013632
暴走武极,福鲸渊,http://book.zongheng.com/book/725151.html,连载中,43488,异世,442,10345,10248
绝世巫医,正派人,http://book.zongheng.com/book/689120.html,连载中,1258231,都市,815,46173,1313
三国之胖子翻天,只啃蛋壳,http://book.zongheng.com/book/728726.html,连载中,10775,历史,2,12,11
极冰狼帝,殇之水寒,http://book.zongheng.com/book/720153.html,连载中,43912,异世,1,36,21
我的转世人生,飞向浩瀚星空,http://book.zongheng.com/book/728771.html,连载中,4964,都市,0,0,0
神级奶爸,单王张,http://book.zongheng.com/book/719827.html,连载中,392704,重生,2347,723264,36216
综月纪元双子之旅,东豪飞雨,http://book.zongheng.com/book/726082.html,连载中,71377,异世,8,62,62
一切从梦魇空间开始,猫不语01,http://book.zongheng.com/book/727423.html,连载中,81002,穿梭,2,54,54
择命师,zjxyl,http://book.zongheng.com/book/711032.html,连载中,153442,推理,15,430,41
听说我是反派,倾古韵,http://book.zongheng.com/book/682933.html,连载中,33537,武侠,3,268,141
逗逼大魔神,奥菲利雅,http://book.zongheng.com/book/726912.html,连载中,43059,奇幻,22,133,132
天心纪,正经胡说,http://book.zongheng.com/book/728735.html,连载中,10888,玄幻,2,6,6
拄刀问天,张口有信,http://book.zongheng.com/book/713092.html,连载中,391674,修真,42,959,230
世界大教皇,工匠,http://book.zongheng.com/book/725013.html,连载中,50140,穿梭,3,76,76
维度商城,冬瓜炒西瓜,http://book.zongheng.com/book/728760.html,连载中,9512,都市,1,6,6
武侠世界大冒险,格斗家,http://book.zongheng.com/book/725094.html,连载中,84199,武侠,26,1056,1053
万狱,白子辰,http://book.zongheng.com/book/677859.html,连载中,785583,玄幻,22,1578,123
不夜烛,骑着驴子逛超市,http://book.zongheng.com/book/661883.html,连载中,1012021,玄幻,880,37033,28664
i.qq.com/bk/kh/21138299.html,连载中,26694,科幻,487,4874,60
都市之极品仙官,八方风云,http://chuangshi.qq.com/bk/ds/20314816.html,连载中,1213604,都市,23954,111949,2796
最强妖孽升级,名剑十九,http://chuangshi.qq.com/bk/xh/14893527.html,连载中,3098804,玄幻,33748,144775,420
惊世剑仙,狼之野心,http://chuangshi.qq.com/bk/xh/20298253.html,连载中,1267875,玄幻,10634,57640,320
超能吞噬进化,痴情迷心,http://chuangshi.qq.com/bk/kh/20600694.html,连载中,448782,科幻,2805,26551,112
仙锋武帝,白阳慕夜,http://chuangshi.qq.com/bk/xx/21165406.html,连载中,30393,仙侠,384,3837,96
都市极品神龙,树上大白,http://chuangshi.qq.com/bk/ds/19712834.html,连载中,1252912,都市,31782,57976,2708
云游山海,目呆,http://chuangshi.qq.com/bk/xx/20192248.html,连载中,152834,仙侠,846,8463,40
长恨歌赋,叶槿城,http://chuangshi.qq.com/bk/wx/16676311.html,连载中,309387,武侠,5625,44054,348
神驰坦途,悠然小叙,http://chuangshi.qq.com/bk/xh/21058752.html,连载中,146390,玄幻,373,3731,144
极品学院修仙高手,小高麻烦23,http://chuangshi.qq.com/bk/ds/19528713.html,连载中,721792,都市,6530,58622,316
瓦罗兰传说,陌伊族,http://chuangshi.qq.com/bk/yx/337540.html,连载中,1925273,游戏,8434,50299,92
绝品小医圣,清炒青蛙,http://chuangshi.qq.com/bk/ds/21059383.html,连载中,259656,都市,2269,20485,684
逆剑狂神,一剑清新,http://chuangshi.qq.com/bk/xh/445834.html,连载中,10246302,玄幻,271725,747439,3252
轩辕传奇之求生,花一朵呦,http://chuangshi.qq.com/bk/xh/14339724.html,连载中,1605020,玄幻,45974,42438,80
斩邪问道,底虚,http://chuangshi.qq.com/bk/xx/19272285.html,连载中,1948272,仙侠,67277,69902,1624
巨星天师,星莲星,http://chuangshi.qq.com/bk/ds/21130739.html,连载中,23464,都市,244,2437,32
无限能量任务,活蹦的海狸,http://chuangshi.qq.com/bk/qh/21133059.html,连载中,65586,奇幻,562,5222,136
天道五洲录,凉夜初笙,http://chuangshi.qq.com/bk/xh/20996204.html,连载中,292250,玄幻,491,4206,52
超级兵王混都市,风火江南,http://chuangshi.qq.com/bk/ds/1001302523.html,连载中,5642977,都市,102425,459685,900
机甲破世,红烧清蒸鱼,http://chuangshi.qq.com/bk/kh/20186093.html,连载中,866734,科幻,12570,58275,1468
霸天武魂,千里牧尘,http://chuangshi.qq.com/bk/xh/13639697.html,连载中,5354142,玄幻,42428,209077,660
凤萧寒,萧香羽kk,http://chuangshi.qq.com/bk/wx/13461502.html,连载中,142652,武侠,742,6418,140
御鬼闯花都,唐半月,http://chuangshi.qq.com/bk/ly/19347892.html,连载中,761371,灵异,9490,23703,512
带着商城去大唐,花虎,http://chuangshi.qq.com/bk/ls/20880791.html,连载中,335185,历史,4786,27553,1564
位面永恒之上,封谕,http://chuangshi.qq.com/bk/kh/20197605.html,连载中,946556,科幻,4141,28492,168
我的异世界妄想,柚青橙,http://chuangshi.qq.com/bk/2cy/21098622.html,连载中,39285,二次元,199,1792,248
烈焰兵王,暗夜大魔王,http://chuangshi.qq.com/bk/js/21032085.html,连载中,154770,军事,3073,18328,620
最强开挂技师,疯语轻谈,http://chuangshi.qq.com/bk/kh/1000872315.html,连载中,845878,科幻,2985,28355,124
末日尸王养成史,望剑,http://chuangshi.qq.com/bk/kh/19557338.html,连载中,1300672,科幻,7545,71701,368
绝美女神的贴身小医神,六月二九,http://chuangshi.qq.com/bk/ds/15066453.html,连载中,2047793,都市,35005,102121,1960
星神兵王,你要卡宴,http://chuangshi.qq.com/bk/kh/13561044.html,连载中,3949126,科幻,98575,231996,1916
游戏之王者无敌,小霜M,http://chuangshi.qq.com/bk/yx/13820598.html,连载中,773910,游戏,2770,26449,112
诸天仙尊,小智哥哥,http://chuangshi.qq.com/bk/xx/19808818.html,连载中,778387,仙侠,2745,24854,108
重生我是大文豪,浪桥断雪,http://chuangshi.qq.com/bk/ds/20895350.html,连载中,119253,都市,1822,18023,72
星皇传奇,星小稽,http://chuangshi.qq.com/bk/xh/389623.html,连载中,484075,玄幻,10023,25733,680
罪恶之生存游戏,轻羽堕红,http://chuangshi.qq.com/bk/kh/11373883.html,连载中,195308,科幻,2178,19525,68
最后的救世者,浩瀚的传说,http://chuangshi.qq.com/bk/ds/16945096.html,连载中,86382,都市,805,7952,68
时眼,虞丞相,http://chuangshi.qq.com/bk/qh/19946803.html,连载中,73602,奇幻,1023,7133,28
吞天神龙魂,百里草海,http://chuangshi.qq.com/bk/xh/20760650.html,连载中,363634,玄幻,7345,52548,1888
我的美女总裁妻,蜡笔辛小新,http://chuangshi.qq.com/bk/ds/21009233.html,连载中,219820,都市,2001,16510,316
仙途天下,天下思君,http://chuangshi.qq.com/bk/xx/21169357.html,连载中,44023,仙侠,362,3623,68
万古第一少帝,世杰16,http://chuangshi.qq.com/bk/xh/20845625.html,连载中,406720,玄幻,3872,19436,352
太古帝诀,好久不洗头,http://chuangshi.qq.com/bk/xh/15042897.html,连载中,1614847,玄幻,16174,64780,124
都市游戏之神器争夺,我是黑虎阿福,http://chuangshi.qq.com/bk/ds/21063568.html,连载中,264068,都市,1336,13363,172
吞灭万古,杨贵妃夸我猛,http://chuangshi.qq.com/bk/xh/20859329.html,连载中,258462,玄幻,1441,12709,120
生死修真录,文文予.CS,http://chuangshi.qq.com/bk/xh/20985101.html,连载中,310973,玄幻,788,7875,136
我的火影女友,嘘口,http://chuangshi.qq.com/bk/2cy/20774014.html,连载中,100931,二次元,918,9182,112
心与忆,模拟机,http://chuangshi.qq.com/bk/qh/21092679.html,连载中,106993,奇幻,558,5482,100
我的贴身校花总裁,极品豆芽,http://chuangshi.qq.com/bk/ds/14803797.html,连载中,2856314,都市,67525,306886,988
烟雨逐九霄,梧阙,http://chuangshi.qq.com/bk/wx/20439354.html,连载中,227199,武侠,980,9600,132
抓鬼道士录,漠器,http://chuangshi.qq.com/bk/ly/16408127.html,连载中,640531,灵异,2780,27597,132
绝品兵王,神七,http://chuangshi.qq.com/bk/js/20902459.html,连载中,323611,军事,4463,27357,524
都市无敌邪医,剑气八荒,http://chuangshi.qq.com/bk/ly/19604921.html,连载中,729956,灵异,18162,81024,660
荒古魂帝,孤王01,http://chuangshi.qq.com/bk/xh/20447217.html,连载中,25095,玄幻,4090,12202,4208
都市绝世神医,七步王子,http://chuangshi.qq.com/bk/ds/14900443.html,连载中,2608569,都市,21615,134074,616
重生西游之齐天大圣,会魔法的小猪,http://chuangshi.qq.com/bk/xx/20926426.html,连载中,364919,仙侠,6787,48572,940
末世降临音之女王,遗落玩偶紫荆,http://chuangshi.qq.com/bk/kh/20850516.html,连载中,6004,科幻,223,2225,24
命运玄门,夸夸谈,http://chuangshi.qq.com/bk/xx/21178709.html,连载中,17290,仙侠,21,213,84
征服万界之我是魔帝,温柔的魔王,http://chuangshi.qq.com/bk/xh/20838831.html,连载中,246906,玄幻,1469,13391,132
极品灵异手机,我是余邪,http://chuangshi.qq.com/bk/ly/20710804.html,连载中,225268,灵异,13073,22229,36
盖世武修,最强鱼,http://chuangshi.qq.com/bk/xh/21211725.html,连载中,4256,玄幻,25,45,100
阴灵诡道,乙泰,http://chuangshi.qq.com/bk/ly/17062552.html,连载中,1560231,灵异,2296,22960,72
魔王纵横日本战国,undear,http://chuangshi.qq.com/bk/ls/20989810.html,连载中,126015,历史,29775,138050,356
魂皇至尊,三月明,http://chuangshi.qq.com/bk/xh/20324746.html,连载中,650666,玄幻,5765,33850,744
企鹅电影会员大穿越,墨文渊,http://chuangshi.qq.com/bk/kh/20908735.html,连载中,241657,科幻,2054,20238,164
永生棺,仙也,http://chuangshi.qq.com/bk/ly/756757.html,连载中,233371,灵异,1130,10899,40
极炎仙尊,火星上卖猫,http://chuangshi.qq.com/bk/xh/16689108.html,连载中,2761027,玄幻,17960,78508,940
左手是命，右手是缘,木田虎,http://chuangshi.qq.com/bk/ds/20891566.html,连载中,146063,都市,1016,10056,168
末日遗族,九重罪歌,http://chuangshi.qq.com/bk/ds/19635086.html,连载中,214362,都市,1180,11795,68
